origin,destination,departure_date,return_date,airline,cabin_class,adults,children,infants,stops,trip_type,currency,flight_duration_minutes,departure_hour,arrival_hour,price,price_usd
MIA,DOH,2027-05-09,2027-05-21,IX,ECONOMY,2,0,0,0,ROUND_TRIP,USD,296,21,1,2195.31,2195.31
MIA,CDG,2026-10-05,2026-10-18,QR,ECONOMY,2,0,0,0,ROUND_TRIP,AUD,476,20,3,4745.61,3084.65
MEL,KWI,2027-01-03,,PR,FIRST,3,2,0,1,ONE_WAY,USD,210,3,6,21259.53,21259.53
AMS,SIN,2026-12-13,2026-12-28,GA,ECONOMY,3,0,0,0,ROUND_TRIP,EUR,220,2,5,6811.34,7356.25
PNQ,AMD,2027-03-22,,AF,BUSINESS,4,0,0,1,ONE_WAY,INR,198,16,19,9135.45,109.63
ZRH,SIN,2027-07-16,2027-08-13,SQ,ECONOMY,1,0,0,0,ROUND_TRIP,USD,494,17,1,3757.07,3757.07
BAH,PNQ,2027-07-11,2027-07-28,WY,ECONOMY,1,0,0,1,ROUND_TRIP,USD,718,9,20,2563.89,2563.89
ZRH,MNL,2026-09-17,2026-09-25,DL,ECONOMY,1,0,0,0,ROUND_TRIP,AED,600,8,18,2050.21,557.66
ICN,AUH,2027-05-05,,WY,BUSINESS,4,1,0,0,ONE_WAY,USD,408,20,2,21809.34,21809.34
BAH,SIN,2026-10-08,,MH,ECONOMY,1,0,1,0,ONE_WAY,USD,226,20,23,422.66,422.66
MAD,SFO,2026-10-20,2026-11-17,AF,ECONOMY,1,1,0,1,ROUND_TRIP,AED,673,7,18,3325.08,904.42
BKK,BOM,2027-06-08,2027-06-25,AA,BUSINESS,3,0,0,0,ROUND_TRIP,USD,602,11,21,30518.37,30518.37
HYD,MEL,2027-06-14,2027-07-03,EK,ECONOMY,4,1,0,1,ROUND_TRIP,GBP,177,1,3,5308.25,6741.48
AUH,KUL,2027-01-12,2027-01-18,AA,ECONOMY,2,2,1,1,ROUND_TRIP,GBP,352,21,2,6011.03,7634.01
MAD,CGK,2027-07-06,,WN,ECONOMY,1,1,0,0,ONE_WAY,USD,568,0,9,1465.04,1465.04
ICN,DXB,2026-08-18,,QR,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,SGD,587,13,22,1025.8,759.09
CGK,MEL,2026-10-14,,IX,PREMIUM_ECONOMY,1,0,0,2,ONE_WAY,GBP,344,4,9,1187.31,1507.88
BOM,LHR,2026-10-26,2026-11-05,BA,BUSINESS,3,1,0,0,ROUND_TRIP,INR,450,9,16,35186.31,422.24
DXB,MAD,2026-12-22,2027-01-18,SG,BUSINESS,2,0,1,1,ROUND_TRIP,INR,608,17,3,12277.0,147.32
DOH,KWI,2026-10-14,,EY,PREMIUM_ECONOMY,4,0,0,2,ONE_WAY,USD,833,19,8,5224.81,5224.81
MEL,BKK,2027-07-09,2027-07-19,SG,ECONOMY,1,0,1,0,ROUND_TRIP,INR,523,14,22,583.03,7.0
KWI,CCU,2026-12-27,2027-01-15,PR,ECONOMY,1,0,0,1,ROUND_TRIP,INR,206,19,22,517.49,6.21
MNL,FRA,2026-12-21,2027-01-09,PR,ECONOMY,2,1,0,0,ROUND_TRIP,GBP,263,11,15,1598.57,2030.18
BKK,AMS,2027-05-22,,QR,ECONOMY,4,0,0,1,ONE_WAY,AED,582,7,16,7009.56,1906.6
KUL,HKG,2027-04-20,2027-04-25,QR,FIRST,2,2,0,1,ROUND_TRIP,USD,609,23,9,64742.27,64742.27
LHR,CDG,2027-06-13,,QR,ECONOMY,2,0,0,0,ONE_WAY,USD,535,9,17,1658.52,1658.52
BLR,JFK,2027-05-09,,KL,ECONOMY,1,0,0,1,ONE_WAY,INR,453,3,10,616.22,7.39
KUL,MIA,2027-04-03,,IX,ECONOMY,2,0,0,0,ONE_WAY,EUR,252,10,14,584.7,631.48
PNQ,KUL,2026-09-15,2026-09-21,MH,ECONOMY,1,1,0,2,ROUND_TRIP,USD,472,14,21,767.23,767.23
MIA,CGK,2026-12-25,,IB,BUSINESS,1,0,0,2,ONE_WAY,USD,322,22,3,2633.41,2633.41
HKG,DPS,2027-08-13,,6E,BUSINESS,1,0,0,1,ONE_WAY,USD,232,16,19,2809.8,2809.8
MAD,DPS,2027-05-14,2027-06-01,IX,ECONOMY,3,0,0,0,ROUND_TRIP,USD,566,3,12,3465.95,3465.95
ZRH,JFK,2026-08-19,2026-08-28,TG,ECONOMY,1,1,0,2,ROUND_TRIP,GBP,758,11,23,6634.1,8425.31
CDG,KUL,2027-05-04,,GA,ECONOMY,1,0,0,0,ONE_WAY,INR,312,20,1,1460.91,17.53
ICN,AMD,2027-07-08,,PR,PREMIUM_ECONOMY,3,0,0,1,ONE_WAY,USD,718,18,5,7501.83,7501.83
HYD,DOH,2026-09-02,2026-09-18,AA,ECONOMY,3,0,0,0,ROUND_TRIP,GBP,515,5,13,1913.0,2429.51
AMS,BKK,2027-06-02,2027-06-29,IB,ECONOMY,2,0,0,1,ROUND_TRIP,AED,346,8,13,3417.16,929.47
DFW,SYD,2026-09-04,2026-09-10,GA,ECONOMY,3,0,0,0,ROUND_TRIP,USD,324,10,15,4537.88,4537.88
DOH,KUL,2027-05-10,,PR,FIRST,1,1,1,1,ONE_WAY,AED,669,15,2,4549.89,1237.57
LHR,BOM,2026-11-03,2026-11-09,IX,ECONOMY,4,0,0,1,ROUND_TRIP,AED,498,21,5,6535.07,1777.54
DOH,HKG,2027-01-08,2027-01-13,PR,FIRST,1,0,0,0,ROUND_TRIP,AED,275,23,3,2312.06,628.88
ICN,DOH,2027-05-01,2027-05-26,KL,ECONOMY,1,0,0,1,ROUND_TRIP,INR,619,8,18,706.97,8.48
BOM,ORD,2026-09-14,,EY,PREMIUM_ECONOMY,2,0,0,2,ONE_WAY,USD,812,19,8,3699.1,3699.1
ICN,SIN,2027-05-30,,SQ,ECONOMY,1,2,0,1,ONE_WAY,EUR,280,2,6,2962.42,3199.41
MNL,CGK,2026-09-15,2026-09-20,PR,ECONOMY,2,0,1,2,ROUND_TRIP,USD,226,0,3,4152.12,4152.12
CGK,SYD,2026-12-20,,QR,FIRST,3,0,0,1,ONE_WAY,INR,290,2,6,29798.58,357.58
ICN,MNL,2027-06-29,,TG,PREMIUM_ECONOMY,1,1,0,0,ONE_WAY,USD,231,21,0,1464.44,1464.44
FRA,FCO,2027-05-06,2027-05-24,LH,ECONOMY,1,0,0,0,ROUND_TRIP,INR,356,22,3,3409.06,40.91
KWI,FCO,2027-03-02,2027-03-22,GF,BUSINESS,1,1,0,0,ROUND_TRIP,INR,591,12,21,3936.61,47.24
FRA,DXB,2027-02-22,,AI,PREMIUM_ECONOMY,1,2,0,0,ONE_WAY,USD,327,2,7,1928.83,1928.83
SYD,DXB,2027-04-23,2027-05-14,BA,FIRST,4,2,0,1,ROUND_TRIP,AED,158,0,2,45776.38,12451.18
MAA,BAH,2027-03-24,2027-04-11,SG,BUSINESS,2,2,0,0,ROUND_TRIP,USD,403,2,8,14136.21,14136.21
KWI,MIA,2027-04-30,,EK,ECONOMY,1,0,0,0,ONE_WAY,INR,586,9,18,1580.04,18.96
ICN,KWI,2026-12-17,2026-12-25,AA,ECONOMY,1,1,0,0,ROUND_TRIP,USD,162,1,3,5049.4,5049.4
MAA,SYD,2027-07-18,2027-08-04,EK,ECONOMY,1,0,0,1,ROUND_TRIP,USD,350,16,21,1509.28,1509.28
MNL,DOH,2027-07-29,,WN,PREMIUM_ECONOMY,3,0,0,1,ONE_WAY,GBP,341,17,22,4876.38,6193.0
FRA,ICN,2026-10-04,2026-10-24,UK,ECONOMY,2,0,0,2,ROUND_TRIP,INR,706,9,20,1211.74,14.54
DEL,NRT,2026-12-26,2026-12-30,GA,FIRST,1,1,0,2,ROUND_TRIP,INR,582,11,20,31542.85,378.51
MIA,SYD,2026-10-03,,GF,BUSINESS,2,0,0,2,ONE_WAY,INR,447,1,8,4955.11,59.46
SYD,BKK,2027-07-17,2027-08-11,MH,BUSINESS,1,2,0,1,ROUND_TRIP,EUR,269,10,14,10382.88,11213.51
DXB,BAH,2027-02-20,2027-03-03,BA,PREMIUM_ECONOMY,2,1,0,1,ROUND_TRIP,INR,724,9,21,13536.86,162.44
ZRH,DEL,2026-10-29,,QR,PREMIUM_ECONOMY,1,0,0,2,ONE_WAY,USD,543,7,16,1916.81,1916.81
DFW,KUL,2027-03-07,,TG,ECONOMY,1,1,0,1,ONE_WAY,USD,404,13,19,1823.2,1823.2
FCO,DEL,2026-10-10,2026-10-28,WN,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,SGD,292,12,16,1840.36,1361.87
ICN,DEL,2026-09-23,,EY,ECONOMY,1,0,0,0,ONE_WAY,GBP,558,19,4,838.2,1064.51
ZRH,ICN,2027-03-07,,WY,ECONOMY,2,1,0,1,ONE_WAY,GBP,300,1,6,2053.2,2607.56
DXB,AUH,2027-07-04,,DL,ECONOMY,2,1,0,2,ONE_WAY,USD,447,12,19,824.1,824.1
ICN,HYD,2027-07-23,,LH,ECONOMY,1,2,0,0,ONE_WAY,USD,148,22,0,1785.17,1785.17
MNL,ORD,2026-12-26,,WN,ECONOMY,3,1,0,1,ONE_WAY,EUR,469,10,17,3318.81,3584.31
FRA,KUL,2027-04-20,,TG,ECONOMY,1,0,0,1,ONE_WAY,INR,499,11,19,1477.22,17.73
HKG,ZRH,2027-03-16,2027-04-04,EY,BUSINESS,4,2,0,1,ROUND_TRIP,GBP,235,20,23,34639.94,43992.72
AMD,DPS,2026-09-25,2026-10-13,UA,FIRST,1,0,0,1,ROUND_TRIP,EUR,484,20,4,4088.49,4415.57
HKG,ZRH,2027-02-05,,GF,ECONOMY,2,0,0,1,ONE_WAY,EUR,254,23,3,1889.93,2041.12
BAH,ZRH,2027-02-16,2027-02-28,UA,BUSINESS,4,0,0,1,ROUND_TRIP,USD,467,2,9,14441.08,14441.08
ZRH,BKK,2027-03-01,,LH,ECONOMY,4,0,1,0,ONE_WAY,AED,588,12,21,3073.08,835.88
CCU,SYD,2026-12-13,,6E,BUSINESS,2,0,0,0,ONE_WAY,AUD,366,3,9,3454.97,2245.73
AMS,SIN,2027-01-29,2027-02-23,6E,ECONOMY,2,0,0,1,ROUND_TRIP,GBP,293,17,21,2105.64,2674.16
LHR,CDG,2026-11-06,2026-11-25,SQ,ECONOMY,1,0,0,1,ROUND_TRIP,GBP,606,20,6,1244.5,1580.52
DEL,SFO,2026-08-24,,KL,ECONOMY,1,0,0,1,ONE_WAY,EUR,494,4,12,900.59,972.64
HYD,BOM,2027-03-09,2027-04-06,EY,BUSINESS,3,0,0,1,ROUND_TRIP,USD,492,8,16,18862.63,18862.63
DPS,MAA,2027-06-21,,AF,FIRST,1,0,0,2,ONE_WAY,EUR,597,9,18,7243.32,7822.79
CCU,DOH,2026-11-02,2026-11-20,IX,BUSINESS,1,0,0,1,ROUND_TRIP,USD,515,2,10,4759.03,4759.03
KUL,MIA,2026-10-09,,GA,ECONOMY,1,1,0,1,ONE_WAY,USD,315,21,2,662.65,662.65
HYD,DXB,2027-02-22,2027-03-05,IB,ECONOMY,1,0,0,1,ROUND_TRIP,USD,622,18,4,1269.53,1269.53
MNL,ZRH,2027-01-24,2027-02-23,AI,ECONOMY,1,0,0,0,ROUND_TRIP,AED,221,21,0,731.73,199.03
KWI,AMD,2027-02-24,2027-03-07,LX,ECONOMY,4,0,0,0,ROUND_TRIP,INR,97,17,18,4862.11,58.35
SFO,DFW,2027-07-11,2027-07-18,AA,PREMIUM_ECONOMY,1,1,0,2,ROUND_TRIP,AED,569,14,23,3672.56,998.94
NRT,MAD,2026-08-22,2026-08-27,MH,PREMIUM_ECONOMY,1,0,1,1,ROUND_TRIP,AUD,408,4,10,5279.51,3431.68
MEL,CCU,2026-12-13,2026-12-16,WY,BUSINESS,1,0,1,1,ROUND_TRIP,EUR,428,2,9,4169.04,4502.56
MEL,MNL,2026-12-25,2027-01-07,6E,ECONOMY,4,0,0,1,ROUND_TRIP,AED,200,4,7,7275.97,1979.06
MAA,DEL,2027-07-05,2027-07-21,IX,ECONOMY,2,0,0,0,ROUND_TRIP,EUR,613,0,10,1554.13,1678.46
AUH,AMD,2027-01-06,,AI,ECONOMY,1,0,0,0,ONE_WAY,EUR,534,17,1,1416.9,1530.25
ZRH,FCO,2027-06-26,2027-06-30,EK,ECONOMY,4,0,0,0,ROUND_TRIP,INR,109,23,0,4871.97,58.46
AMD,CGK,2027-07-10,2027-07-26,SG,ECONOMY,1,1,0,1,ROUND_TRIP,USD,200,18,21,3066.35,3066.35
HYD,CGK,2026-11-18,,AI,BUSINESS,1,1,0,1,ONE_WAY,EUR,758,17,5,3042.43,3285.82
JFK,CCU,2026-08-17,2026-09-10,IB,BUSINESS,1,0,0,0,ROUND_TRIP,USD,211,14,17,3980.75,3980.75
DXB,CGK,2026-11-01,,QR,BUSINESS,1,1,0,1,ONE_WAY,USD,717,22,9,7474.05,7474.05
DXB,LAX,2026-12-10,2027-01-09,6E,ECONOMY,1,0,0,1,ROUND_TRIP,USD,643,0,10,1238.11,1238.11
FRA,SIN,2027-01-12,,WY,ECONOMY,1,0,0,2,ONE_WAY,INR,725,2,14,310.94,3.73
MCT,HKG,2027-02-16,2027-03-15,UK,BUSINESS,4,0,0,0,ROUND_TRIP,USD,306,1,6,13673.75,13673.75
ICN,BLR,2027-05-11,2027-05-29,DL,ECONOMY,1,0,0,0,ROUND_TRIP,INR,199,12,15,1234.18,14.81
ORD,ZRH,2027-02-17,,AA,PREMIUM_ECONOMY,3,0,0,1,ONE_WAY,USD,302,22,3,5424.09,5424.09
MAD,ZRH,2027-03-10,,IX,ECONOMY,1,0,0,0,ONE_WAY,USD,406,14,20,305.72,305.72
KWI,BAH,2027-06-21,,SG,ECONOMY,1,0,0,2,ONE_WAY,SGD,788,17,6,894.19,661.7
MAA,FCO,2026-10-14,2026-10-22,EK,PREMIUM_ECONOMY,2,0,0,1,ROUND_TRIP,INR,277,8,12,2609.04,31.31
DFW,MCT,2026-11-24,,AF,ECONOMY,1,0,0,1,ONE_WAY,USD,197,20,23,1236.07,1236.07
CGK,KUL,2027-04-03,,SQ,ECONOMY,4,0,0,1,ONE_WAY,INR,197,13,16,1230.4,14.76
DFW,MAA,2027-05-02,2027-05-15,LH,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,EUR,631,16,2,2296.18,2479.87
AMD,MAD,2026-11-24,2026-12-10,TG,BUSINESS,2,0,0,2,ROUND_TRIP,GBP,456,17,0,8863.44,11256.57
KUL,ZRH,2027-04-23,,AI,ECONOMY,1,1,0,0,ONE_WAY,AED,167,9,11,1823.11,495.89
ICN,PNQ,2026-08-28,2026-09-02,UA,ECONOMY,1,0,0,1,ROUND_TRIP,GBP,188,15,18,1243.65,1579.44
DXB,CGK,2027-07-11,2027-08-10,AI,BUSINESS,2,0,0,1,ROUND_TRIP,AED,676,8,19,14937.33,4062.95
BLR,MIA,2026-08-19,2026-09-01,6E,ECONOMY,1,0,1,1,ROUND_TRIP,USD,591,8,17,2098.4,2098.4
MIA,MEL,2027-08-03,2027-08-10,IX,PREMIUM_ECONOMY,3,1,0,1,ROUND_TRIP,GBP,466,21,4,6882.32,8740.55
KWI,HKG,2026-10-24,2026-10-30,MH,ECONOMY,2,0,1,0,ROUND_TRIP,GBP,185,5,8,1309.6,1663.19
BAH,ZRH,2026-09-24,2026-10-11,AA,PREMIUM_ECONOMY,1,1,1,0,ROUND_TRIP,GBP,403,4,10,3332.95,4232.85
CCU,BLR,2027-04-03,2027-05-03,SQ,PREMIUM_ECONOMY,2,0,0,1,ROUND_TRIP,USD,242,0,4,9279.84,9279.84
ICN,MCT,2026-10-01,,LH,ECONOMY,1,0,0,0,ONE_WAY,AED,525,4,12,1175.93,319.85
MAD,KUL,2026-08-24,2026-09-06,AI,FIRST,1,0,0,1,ROUND_TRIP,EUR,200,8,11,4681.2,5055.7
SFO,FRA,2027-03-11,,PR,BUSINESS,2,0,0,0,ONE_WAY,EUR,204,17,20,6566.78,7092.12
PNQ,MCT,2027-04-10,,SG,ECONOMY,1,0,0,0,ONE_WAY,SGD,188,4,7,874.42,647.07
ICN,FRA,2027-04-18,2027-05-03,GA,BUSINESS,1,0,0,0,ROUND_TRIP,EUR,142,21,23,5888.94,6360.06
DXB,AMD,2027-01-06,,UA,FIRST,1,0,0,0,ONE_WAY,EUR,402,8,14,5560.03,6004.83
PNQ,HYD,2026-08-21,,AF,ECONOMY,2,0,0,1,ONE_WAY,USD,526,13,21,1910.82,1910.82
AMS,FCO,2027-02-07,,EY,BUSINESS,2,0,0,2,ONE_WAY,USD,340,8,13,6865.04,6865.04
CDG,LAX,2027-05-01,2027-05-30,EY,PREMIUM_ECONOMY,4,2,0,1,ROUND_TRIP,EUR,693,20,7,10660.97,11513.85
BAH,DOH,2027-03-30,2027-04-10,EK,BUSINESS,1,0,1,0,ROUND_TRIP,AED,498,20,4,6567.92,1786.47
LHR,ICN,2027-08-13,,WY,ECONOMY,3,0,0,2,ONE_WAY,AED,362,15,21,3154.77,858.1
JFK,DXB,2027-01-17,,EK,ECONOMY,2,0,0,0,ONE_WAY,GBP,142,0,2,3220.99,4090.66
AMS,DXB,2026-11-29,2026-12-13,6E,ECONOMY,2,0,0,1,ROUND_TRIP,EUR,761,1,13,2167.61,2341.02
BLR,AUH,2026-11-18,2026-12-04,UK,ECONOMY,1,0,0,1,ROUND_TRIP,USD,534,10,18,1783.9,1783.9
FCO,MAA,2027-01-19,,WN,ECONOMY,3,0,0,1,ONE_WAY,AED,563,9,18,3028.29,823.69
ZRH,JFK,2026-11-01,2026-11-21,QR,PREMIUM_ECONOMY,1,1,0,2,ROUND_TRIP,EUR,734,6,18,6434.81,6949.59
MIA,AMD,2026-10-02,,AF,FIRST,1,1,0,1,ONE_WAY,USD,279,10,14,10362.58,10362.58
PNQ,MIA,2026-10-11,2026-10-16,AA,ECONOMY,1,0,1,1,ROUND_TRIP,EUR,723,21,9,2670.56,2884.2
SIN,ORD,2027-07-12,,SQ,ECONOMY,4,2,0,1,ONE_WAY,USD,312,23,4,6983.9,6983.9
BOM,CGK,2026-12-02,,LH,BUSINESS,1,2,0,1,ONE_WAY,USD,471,7,14,15307.06,15307.06
JFK,AMD,2027-04-20,,BA,PREMIUM_ECONOMY,3,1,0,2,ONE_WAY,INR,192,12,15,3900.7,46.81
JFK,DPS,2027-05-21,2027-06-14,KL,ECONOMY,2,0,0,1,ROUND_TRIP,INR,137,6,8,783.01,9.4
AMD,ZRH,2027-07-24,2027-08-01,AF,ECONOMY,2,1,0,0,ROUND_TRIP,USD,240,19,23,2672.75,2672.75
MAD,LHR,2026-09-24,2026-10-19,LX,FIRST,2,0,0,0,ROUND_TRIP,GBP,541,12,21,11895.83,15107.7
FRA,AMS,2027-05-13,,PR,BUSINESS,2,0,0,1,ONE_WAY,EUR,446,2,9,5218.26,5635.72
MIA,FRA,2027-04-29,2027-05-24,WY,BUSINESS,1,0,1,1,ROUND_TRIP,AUD,395,14,20,3313.94,2154.06
LHR,DPS,2027-06-09,,UA,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,INR,535,18,2,2350.72,28.21
ICN,ZRH,2027-03-29,2027-04-10,TG,BUSINESS,1,0,0,0,ROUND_TRIP,AED,302,0,5,2520.11,685.47
DOH,ICN,2027-05-27,2027-06-02,TG,ECONOMY,2,1,0,1,ROUND_TRIP,INR,622,1,11,8029.17,96.35
CDG,ORD,2027-06-08,,IB,PREMIUM_ECONOMY,2,0,0,1,ONE_WAY,USD,355,5,10,1443.68,1443.68
PNQ,DOH,2027-03-06,,UA,PREMIUM_ECONOMY,2,1,0,2,ONE_WAY,GBP,567,7,16,4308.91,5472.32
JFK,BLR,2027-06-06,2027-06-20,AA,ECONOMY,3,0,0,0,ROUND_TRIP,EUR,643,21,7,4270.82,4612.49
ZRH,AMS,2027-04-27,2027-05-08,TG,ECONOMY,2,0,0,0,ROUND_TRIP,USD,581,17,2,3848.98,3848.98
MNL,MIA,2026-09-21,,WN,PREMIUM_ECONOMY,1,1,0,2,ONE_WAY,INR,762,5,17,1512.51,18.15
DFW,HYD,2026-10-24,2026-11-08,LH,PREMIUM_ECONOMY,1,0,0,0,ROUND_TRIP,INR,105,8,9,2956.79,35.48
MCT,MIA,2026-10-05,2026-11-04,SG,ECONOMY,2,0,0,0,ROUND_TRIP,AUD,212,13,16,2760.25,1794.16
MNL,ORD,2027-06-03,2027-06-25,GF,ECONOMY,1,0,0,0,ROUND_TRIP,INR,384,8,14,1613.72,19.36
CDG,NRT,2027-04-03,2027-05-01,SQ,ECONOMY,3,0,0,1,ROUND_TRIP,USD,686,14,1,2722.61,2722.61
DXB,ZRH,2027-06-23,,WN,ECONOMY,1,0,0,0,ONE_WAY,USD,340,18,23,278.19,278.19
MCT,DXB,2027-03-26,,AF,PREMIUM_ECONOMY,4,1,1,1,ONE_WAY,EUR,353,20,1,11445.26,12360.88
BAH,SFO,2027-05-16,2027-06-05,UA,ECONOMY,1,0,0,1,ROUND_TRIP,USD,397,0,6,2449.53,2449.53
MAD,SFO,2027-08-02,,UK,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,INR,569,12,21,1444.99,17.34
SYD,PNQ,2026-11-15,,EY,BUSINESS,1,0,0,2,ONE_WAY,GBP,495,3,11,2143.73,2722.54
LHR,HKG,2026-12-02,2026-12-20,WN,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,EUR,610,23,9,1131.05,1221.53
LHR,BAH,2027-02-07,2027-03-01,BA,BUSINESS,4,0,0,1,ROUND_TRIP,EUR,496,0,8,34825.93,37612.0
KWI,DXB,2027-01-07,2027-01-20,DL,BUSINESS,3,0,0,0,ROUND_TRIP,GBP,593,15,0,29563.65,37545.84
SYD,ZRH,2027-06-19,2027-06-26,6E,BUSINESS,2,0,1,2,ROUND_TRIP,INR,537,17,1,12980.82,155.77
BAH,SIN,2027-05-21,,DL,ECONOMY,3,1,0,0,ONE_WAY,USD,226,0,3,1977.4,1977.4
CDG,MEL,2026-09-18,2026-09-30,EY,BUSINESS,2,1,0,1,ROUND_TRIP,INR,523,23,7,21468.32,257.62
BLR,FCO,2027-01-24,,LX,PREMIUM_ECONOMY,1,2,0,1,ONE_WAY,USD,341,17,22,3203.54,3203.54
DEL,SFO,2026-12-12,2026-12-17,MH,FIRST,1,2,0,0,ROUND_TRIP,GBP,380,23,5,21499.11,27303.87
MNL,NRT,2026-09-15,2026-10-13,DL,PREMIUM_ECONOMY,2,0,0,0,ROUND_TRIP,INR,615,1,11,6912.59,82.95
MAA,DEL,2027-01-14,,LX,ECONOMY,2,1,0,1,ONE_WAY,INR,701,23,10,1143.49,13.72
NRT,CDG,2026-12-29,2027-01-09,6E,ECONOMY,1,0,0,0,ROUND_TRIP,USD,587,4,13,763.53,763.53
AMS,ZRH,2027-04-30,,SG,BUSINESS,1,0,0,1,ONE_WAY,EUR,496,21,5,3442.59,3718.0
BAH,CCU,2027-06-13,,6E,PREMIUM_ECONOMY,2,0,0,0,ONE_WAY,AED,522,14,22,2578.68,701.4
CDG,ZRH,2027-03-01,2027-03-10,SG,ECONOMY,3,0,0,1,ROUND_TRIP,USD,449,3,10,1352.44,1352.44
DFW,DOH,2027-07-24,,KL,BUSINESS,4,0,0,1,ONE_WAY,AED,243,17,21,3979.45,1082.41
SIN,SYD,2027-02-17,2027-03-17,IB,PREMIUM_ECONOMY,2,0,0,1,ROUND_TRIP,EUR,283,22,2,5694.45,6150.01
CCU,BLR,2027-06-13,2027-07-06,SG,PREMIUM_ECONOMY,2,0,1,0,ROUND_TRIP,USD,141,5,7,6550.09,6550.09
PNQ,MNL,2027-05-04,2027-05-07,KL,ECONOMY,1,1,0,1,ROUND_TRIP,USD,243,1,5,2522.42,2522.42
SFO,BOM,2027-07-16,2027-07-21,LH,ECONOMY,1,0,0,1,ROUND_TRIP,USD,335,15,20,2328.06,2328.06
DXB,BLR,2026-10-17,,PR,ECONOMY,2,0,0,1,ONE_WAY,USD,475,12,19,1383.62,1383.62
DOH,KWI,2026-11-11,,GA,ECONOMY,1,0,0,0,ONE_WAY,USD,639,21,7,1025.2,1025.2
CGK,DEL,2026-11-11,2026-11-28,AI,ECONOMY,1,0,0,0,ROUND_TRIP,USD,463,9,16,450.34,450.34
CCU,DFW,2026-09-01,2026-09-12,LX,BUSINESS,3,0,0,2,ROUND_TRIP,SGD,782,3,16,8282.22,6128.84
AMS,LHR,2027-02-07,2027-03-03,MH,ECONOMY,2,0,0,0,ROUND_TRIP,INR,606,10,20,4242.31,50.91
MAD,SIN,2027-07-21,,SQ,ECONOMY,1,1,0,2,ONE_WAY,AUD,802,21,10,2883.64,1874.37
CCU,NRT,2027-02-14,,UK,ECONOMY,1,1,0,1,ONE_WAY,USD,757,17,5,1533.03,1533.03
HYD,MAD,2026-09-17,2026-09-25,WN,ECONOMY,1,0,1,0,ROUND_TRIP,AED,470,19,2,412.19,112.12
LAX,JFK,2027-02-21,,AF,BUSINESS,3,1,0,1,ONE_WAY,GBP,609,6,16,4289.76,5448.0
FCO,HKG,2027-01-04,2027-01-19,TG,PREMIUM_ECONOMY,2,0,0,2,ROUND_TRIP,USD,787,10,23,6309.11,6309.11
AMD,AMS,2026-12-07,,KL,ECONOMY,1,1,0,1,ONE_WAY,USD,387,8,14,2088.23,2088.23
DEL,KUL,2026-12-04,2026-12-31,IB,BUSINESS,2,0,0,1,ROUND_TRIP,GBP,216,3,6,19055.88,24200.97
FCO,DPS,2027-01-25,,KL,ECONOMY,2,0,0,1,ONE_WAY,USD,246,6,10,1781.25,1781.25
MNL,ZRH,2026-08-25,2026-09-17,IX,BUSINESS,1,0,0,0,ROUND_TRIP,EUR,221,21,0,3261.54,3522.46
BAH,HKG,2026-12-28,,MH,ECONOMY,1,0,0,1,ONE_WAY,EUR,623,0,10,415.22,448.44
NRT,MNL,2027-07-01,,LH,FIRST,2,1,1,0,ONE_WAY,INR,361,17,23,12180.29,146.16
DOH,BKK,2026-12-11,2027-01-05,GF,ECONOMY,3,1,0,0,ROUND_TRIP,EUR,224,8,11,5026.85,5429.0
MAD,HKG,2026-11-23,2026-12-15,IB,PREMIUM_ECONOMY,2,0,0,1,ROUND_TRIP,EUR,241,21,1,6402.4,6914.59
ORD,CCU,2026-08-19,,LH,PREMIUM_ECONOMY,3,1,0,1,ONE_WAY,INR,658,9,19,8142.2,97.71
FRA,MAD,2027-01-10,2027-01-20,UA,ECONOMY,2,0,0,1,ROUND_TRIP,EUR,426,7,14,1689.15,1824.28
PNQ,AMS,2026-08-17,,SQ,BUSINESS,4,0,0,1,ONE_WAY,USD,306,7,12,17425.19,17425.19
CCU,MAA,2027-03-15,,UK,PREMIUM_ECONOMY,4,0,0,0,ONE_WAY,USD,513,6,14,1385.48,1385.48
MAD,LHR,2026-08-24,,6E,ECONOMY,2,2,1,2,ONE_WAY,USD,679,16,3,2268.4,2268.4
LHR,MEL,2027-01-28,,IX,ECONOMY,1,0,0,0,ONE_WAY,USD,476,21,4,356.64,356.64
MNL,LHR,2027-05-07,,IX,BUSINESS,1,0,0,1,ONE_WAY,USD,487,13,21,1088.51,1088.51
ICN,BKK,2027-01-20,2027-02-11,EK,ECONOMY,2,1,0,1,ROUND_TRIP,USD,521,8,16,9382.42,9382.42
MAD,BOM,2026-12-18,,EK,ECONOMY,1,0,1,0,ONE_WAY,USD,160,3,5,1362.09,1362.09
HKG,AMD,2026-12-12,,AA,ECONOMY,1,0,0,0,ONE_WAY,EUR,407,21,3,895.0,966.6
LHR,HKG,2027-05-14,,SQ,BUSINESS,2,0,0,2,ONE_WAY,EUR,766,20,8,2878.42,3108.69
MAA,MCT,2027-02-09,,IX,ECONOMY,1,0,0,0,ONE_WAY,USD,415,8,14,505.63,505.63
